,CJWR,ES,FW_LFH,Image-name,LF_FH,MEH,PAR,WHR
0,1.1365446776153898,45.17413925462488,1.2279858252619378,img_1293.bmp,0.35145184486253744,35.964673863829965,0.020188693814335787,1.954598950796893
1,1.1944003154455098,49.721946845910004,1.2002361823508056,img_3398.bmp,0.49643333033528914,37.074287181487556,0.020724284853507184,1.9850425334267028
2,1.3762294726667763,51.38277908094782,1.5669939540265274,img_2851.bmp,0.30659614698771015,53.63859095457212,0.01808730693272928,2.0128354771835153
3,1.4248834043996106,30.69499841892138,1.6140108447822938,img_3493.bmp,0.3083568638438286,26.537561603586557,0.03269346489133412,2.022035335977948
4,1.1441290003855042,19.556742210595992,1.428382587617546,img_1914.bmp,0.48895864516218207,12.183613696394497,0.043385250758748994,2.061822735745598
5,1.2279112443229077,144.48311120855254,1.1992198596421064,img_3851.bmp,0.38168943700193586,121.15375753351766,0.006409758428923787,1.8638768800572927
6,1.2197861827289935,39.0018382104484,1.2080019318265953,img_2086.bmp,0.44513414109805877,30.07463700905787,0.02345119976113132,1.9069295646219537
7,1.216966451972117,16.506818038861407,1.183182424930556,img_3087.bmp,0.47875823604097506,11.264812537823708,0.05996658263486111,1.8136971772701147
8,1.2402002458742651,12.505813167606568,1.4123092631662044,img_349.bmp,0.515546289324582,7.523327723292192,0.07565475100428912,2.1283251810751014
9,1.2238147098002672,74.5063619145358,1.2705616872398073,img_917.bmp,0.310881948561936,59.167420148903936,0.011956409720867714,1.9018604164694797
10,1.1626482584009,22.276396245009604,1.0802893099912523,img_1282.bmp,0.49370915725380443,18.41445112563521,0.03818007950909153,1.9867618519073995
11,1.2898929720767267,15.787533893186996,1.0903748133371802,img_550.bmp,0.5497900544648079,12.727693051620834,0.05839588226899866,1.791076190672913
12,1.1901811666140616,93.55345792259511,1.230013832352213,img_3826.bmp,0.5631640041105628,75.16760989499066,0.009025164336606705,2.100130644685134
13,1.2304489188965246,7.630265929372275,1.5421158465515792,img_2661.bmp,0.4880633472354287,4.751160667819032,0.12104875157286868,2.0
14,1.165985606277295,15.007865889742757,1.1055763967157897,img_3251.bmp,0.3021105211144968,12.682329879073711,0.0568557543586286,1.702364547050496
15,1.2418484459905001,51.514459267737735,1.3781184330759721,img_1589.bmp,0.406793086819274,36.24524221673756,0.01966287959923549,2.050164488345696
16,1.2193786561144162,31.04049536789597,1.1427246504645538,img_842.bmp,0.47143517438818616,22.66311279713354,0.032371869172445555,1.7385272677994863
17,1.193903766574372,10.496018892977663,1.479259482572292,img_984.bmp,0.3240614440175001,9.389478267665062,0.08840766893732942,2.1698833350161943
18,1.2780811364436189,62.03874455546094,1.2167555674364823,img_3041.bmp,0.5724643005717754,47.55752201001611,0.015050174809114268,1.7364924011519418
19,1.206662164060093,12.64256671805448,1.6018203402276,img_3379.bmp,0.4129664317396902,7.838946433259967,0.06748289071395314,2.0186713343605516
20,1.2656001832951904,84.49781443425599,1.2406566122497298,img_2001.bmp,0.44517037697953643,54.19539575838572,0.012015277300416209,1.8866562411050938
21,1.3254666003397721,50.82258993397629,1.1438166605108833,img_1592.bmp,0.5022277137218143,39.60405619140516,0.019291728357543066,2.106542966355047
22,1.2217510445699151,26.01871298562913,1.2438110327447656,img_3349.bmp,0.3786578060279187,19.61946700458074,0.03478646226070833,1.7259217402476734
23,1.3031469442323536,62.70259265585937,1.121299509457171,img_1997.bmp,0.48852708340629564,47.84286098646675,0.016885088756074133,1.6412233337004096
24,1.1866373111056756,28.517174554884182,1.224940814896785,img_3949.bmp,0.4076468896861668,19.244074786138608,0.033451808534519206,1.9688595627111225
25,1.2398709610277996,18.50625718738116,1.2407646334018072,img_2836.bmp,0.4531021144906945,12.281285477617779,0.0531228146438365,1.9010702468624707
26,1.292474282380026,29.996613959665794,1.1724951590344344,img_285.bmp,0.4041704409897763,23.83429141845677,0.03151206663109766,1.6960676884568442
27,1.1966171756603576,58.034329535709865,1.2334000880339695,img_833.bmp,0.488631909096294,40.942695462800465,0.01815365163368732,1.6991681723707834
28,1.252801198816056,39.04997027747439,1.165706541739582,img_1208.bmp,0.6222602520715198,26.611602725755176,0.023181236505781876,1.8802545644743789
29,1.2237835393490337,53.53555359560661,1.323670834417252,img_2590.bmp,0.4477509207604451,39.56835111005798,0.01704570677989711,1.9296672938880248
30,1.2072789666082753,48.27003073050961,1.2477676318504953,img_3455.bmp,0.38335116352283893,37.145792228686844,0.02081121566617301,1.9194818256546737
31,1.1947474558420121,18.006393036137453,1.3867307677491771,img_3278.bmp,0.42999874355530115,12.434791507408617,0.05169933735509409,2.2239069518869194
32,1.2056173231499898,10.50640920313116,1.2549019607843137,img_1891.bmp,0.4004121131018102,8.189780039394488,0.08137647631838912,1.7287434655347964
33,1.2596728057228834,102.07862419410212,1.3988407341785143,img_2965.bmp,0.3546234890185128,80.58283687319464,0.009768749885732139,2.112012267835112
34,1.175404622518165,34.03003162808912,1.2082781956821889,img_3662.bmp,0.5605240757316539,19.861860801106022,0.028070563397363302,1.666718737563437
35,1.2002711800845174,34.18264877575296,1.1901915692446432,img_3978.bmp,0.5192496314491973,26.221536303978855,0.02499004282302092,2.0576109605064503
36,1.2280455407861817,59.533603842792424,1.170744067641457,img_2055.bmp,0.5129138966466695,36.42542992488311,0.015648888700829606,1.6810987004662048
37,1.162476387438193,17.523826140371902,1.211595108034173,img_2575.bmp,0.42304674464285846,13.007455183176717,0.058373200788187536,1.6542168515291902
38,1.2434531102513549,7.562280417809976,1.2148798034054862,img_763.bmp,0.46375507759057866,5.772272878318453,0.10123490942100066,2.047047403216954
39,1.2153844284921185,10.990107334135292,1.2923385349392353,img_2816.bmp,0.5413101512837288,7.717057488994644,0.08393154195168955,1.8940593097682308
40,1.1945774078353828,36.00338182803367,1.4054719351832707,img_3633.bmp,0.3663554083915714,27.612328957476986,0.025477655465939112,2.061373808358074
41,1.1367525252775683,26.572496253256777,1.6684804944900697,img_2720.bmp,0.3661893352287278,21.883995916239908,0.03805715485684147,2.504068780492426
42,1.1629627707189163,70.50102040391337,1.3235064528720326,img_2727.bmp,0.42652403704255804,51.521109851650955,0.013133002178776568,2.015265598152882
